ID	sentence	question	1	2	Answer
1666	노인이 중풍을 앓게 되었다.	결과	노인의 아들이 파티를 위해 방문했다.	노인의 아들이 간병을 위해 방문했다.	2
1667	환자가 의식불명이 되었다.	원인	환자가 마음의 병이 생겼다.	환자가 뇌졸중으로 쓰러졌다.	2
1668	감의 껍질을 벗겨 말렸다.	결과	곶감이 만들어졌다.	감미료가 만들어졌다.	1
1669	거실 바닥에서 넘어졌다.	원인	거실 바닥이 미끄럽다.	거실 바닥이 차다.	1
1670	나는 동생에게 사과했다.	원인	동생의 이불을 정리했다.	동생의 이불에 커피를 쏟았다.	2
1671	아이가 안경을 새로 맞췄다.	원인	아이의 시력이 나빠졌다.	아이의 시력이 좋아졌다.	1
1672	커플링을 던졌다.	원인	연인이 싸웠다.	연인이 데이트를 했다.	1
1673	도라지를 끓는 물에 넣었다.	결과	도라지가 물에 우려져, 도라지물이 완성되었다.	도라지가 딱딱하게 굳었다.	1
1674	자전거를 대여했다.	원인	자전거를 가져오지 않았다.	자전거를 새로 샀다.	1
1675	남성은 도서관에서 책을 빌릴 수 없다.	원인	남성은 반납하지 않은 책이 있다.	남성은 운동을 했다.	1
1676	아버지는 아들의 알코올 중독에 분개했다.	결과	아버지는 아들을 집에서 내보냈다.	아버지는 아들에게 맥주를 사줬다.	1
1677	길을 가다 넘어졌다.	원인	신발을 갈아신었다.	돌부리에 발이 걸렸다.	2
1678	남자가 집으로 간다.	원인	남자는 퇴근했다.	남자는 출근했다.	1
1679	일주일 내내 폭우가 왔다.	결과	강이 범람하고 홍수가 났다.	가뭄이 들어서 강이 메말랐다.	1
1680	연필을 깎았다.	원인	연필이 날카롭다.	연필이 부러졌다.	2
1681	여자가 연극 무대에서 울음을 터뜨렸다.	원인	여자는 무대 공포증이 있다.	여자는 연극 대사를 잘 외웠다.	1
1682	동생에게 노트북을 빌려주었다.	원인	동생의 컴퓨터가 고장났다.	동생이 컴퓨터를 선물받았다.	1
1683	드라이버로 의자 다리의 나사를 조였다.	원인	의자 다리가 흔들거렸다.	의자 다리가 흔들리지 않는다.	1
1684	점심을 급하게 먹었다.	원인	시간이 촉박했다.	시간이 여유로웠다.	1
1685	남자는 향수병에 걸렸다.	원인	남자는 동생과 말 다툼을 했다.	남자는 3년째 외국에서 거주 중이다.	2
1686	비누의 부피가 줄어들었다.	원인	비누를 오래 사용했다.	새 비누를 구입했다.	1
1687	여자는 10년 이상 기타를 배웠다.	결과	여자는 기타 연주를 잘한다.	여자는 기타 연주를 할 줄 모른다.	1
1688	아이와 함께 식당에 들어갔다.	결과	직원이 유아용 의자를 가져다주었다.	아이가 의자를 만들었다.	1
1689	누나는 학교에 결석했다. 	원인	누나가 배탈이 났다. 	선생님이 누나를 칭찬하셨다.	1
1690	미아 신고를 했다.	결과	아이가 실종되었다.	아이가 실족했다.	1
1691	생선에서 썩은 내가 난다.	원인	생선이 신선하다.	생선이 부패했다.	2
1692	여자가 더위 때문에 땀을 흘린다.	원인	여자가 많은 조명 아래 서 있다.	여자가 반사판으로 얼굴을 밝혔다.	1
1693	벽에 페인트 칠을 했다.	결과	페인트를 새로 샀다.	벽에 있던 얼룩이 사라졌다.	2
1694	어제 체육관에서 운동을 했다.	결과	목이 아프다.	근육통이 생겼다.	2
1695	아이가 쥐고 있던 풍선 끈을 놓쳤다.	결과	풍선의 바람이 빠졌다.	풍선이 하늘 위로 날라갔다.	2
1696	길을 걷다가 미끄러졌다.	원인	비가 와서 땅이 젖었다	비가 와서 집에서 머물렀다.	1
1697	하늘에서 우연히 오로라를 발견했다.	원인	북극에 와 있다.	하와이에 와 있다.	1
1698	더 많은 버스가 운행되기 시작했다.	원인	버스를 아무도 이용하지 않는다.	버스 이용객이 늘어났다.	2
1699	창문을 닫았다.	원인	밖에서 시끄러운 소리가 들린다.	밖이 조용하다.	1
1700	화초에 물을 주었다.	결과	화초가 싱싱해졌다.	화초 분갈이를 했다.	1
1701	남자가 시장에 갔다.	결과	쯔유를 샀다.	쯔유를 만들었다.	1
1702	휴대폰 전원이 꺼졌다. 	원인	휴대폰이 방전됐다.  	휴대폰 광고를 보았다.	1
1703	선풍기를 틀었다.	결과	바람이 멈췄다.	바람이 느껴졌다.	2
1704	메모지를 잘 보이는 곳에 붙였다.	원인	메모 내용을 잘 기억하고 싶었다.	메모 내용은 중요하지 않았다.	1
1705	불이 났다.	결과	소방차를 부른다.	경찰차를 부른다.	1
1706	무릎이 아팠다.	원인	오랫동안 누워 있었다.	계단을 여러 번 오르락 내리락 했다.	2
1707	여성이 비만 판정을 받았다.	원인	여성이 패스트푸드를 자주 먹었다.	여성이 채소를 자주 먹었다.	1
1708	아이를 잃어버렸다.	원인	길거리에 사람이 너무 많았다.	길거리가 한적했다.	1
1709	도시에 핵폭탄이 떨어졌다.	결과	도시가 폐허가 되었다.	도시가 재개발되었다.	1
1710	큰 소리로 웃었다.	원인	재미있는 이야기를 들었다.	화가 나는 이야기를 들었다.	1
1711	의자의 다리가 부러졌다.	결과	의자가 쓰러졌다.	의자 위에 짐을 올려놓았다.	1
1712	무거운 짐을 다 보관했다.	결과	어깨가 아프다.	몸이 가벼워졌다.	2
1713	비가 며칠동안 오지 않았다.	결과	목이 마르다.	잔디가 시들시들해졌다.	2
1714	선크림을 덧발랐다.	결과	피부가 타지 않았다.	피부가 탔다.	1
1715	커튼을 끈으로 묶어 고정했다.	결과	방에 빛이 잘 들어왔다.	방에 빛이 잘 들어오지 않았다.	1
1716	복사기로 문서를 복사했다.	결과	문서가 여러 장이 되었다.	문서가 찢어졌다.	1
1717	호텔 방에 불이 켜지지 않았다.	원인	카드키를 방에 꽂지 않았다.	카드키를 방에 꽂았다.	1
1718	한 달 만에 몸무게가 5kg이나 늘었다.	원인	매일 밤 야식을 먹었다.	매일 밤 운동을 했다.	1
1719	남자가 재채기를 했다.	원인	남자의 코에 먼지가 들어갔다.	남자의 발에 먼지가 붙었다.	1
1720	흰 백합을 파란 색소가 든 물에 넣었다.	결과	백합의 꽃잎이 분홍색으로 물들었다.	백합의 꽃잎이 파란색으로 물들었다.	2
1721	상처가 깊게 생겼다.	결과	상처가 빨리 나았다.	흉터가 남았다.	2
1722	마을에 전봇대를 설치했다.	결과	마을에 전기가 끊겼다.	마을에 전기가 공급되었다.	2
1723	남자가 티셔츠를 접어 창고에 넣었다.	원인	여름이 되었다.	겨울이 되었다.	2
1724	구급차가 도착했다.	결과	환자가 퇴원했다.	환자가 병원으로 이송됐다.	2
1725	철수는 머리가 아프다. 	원인	어제 과음을 했다. 	어제 일찍 잠자리에 들었다. 	1
1726	더운 여름날, 아이스크림을 오랫동안 상온에 두었다.	결과	아이스크림이 얼었다.	아이스크림이 녹았다.	2
1727	주차장에 자리가 없었다.	결과	골목길에 주차를 했다.	세차를 했다.	1
1728	아이가 울음을 그쳤다.	원인	부모가 아이를 혼냈다.	부모가 아이 앞에서 딸랑이를 흔들었다.	2
1729	연필로 글씨를 잘못 썼다.	결과	글씨 위에 수정 테이프칠을 했다.	지우개로 지웠다.	2
1730	물고기에게 며칠간 밥을 주지 않았다.	결과	물고기가 다른 물고기의 지느러미를 먹었다.	물고기가 다른 물고기의 지느러미로 장난쳤다.	1
1731	케이블 선이 어지럽게 엉켜있었다.	결과	케이블 선을 다 잘라냈다.	케이블 선을 하나씩 풀어 정리했다.	2
1732	공부를 열심히 했다.	결과	좋은 성적을 받았다.	시험이 끝났다.	1
1733	경기장에서 팬들이 야유했다.	원인	심판이 잘못된 판정을 내렸다.	경기가 연장전으로 넘어갔다.	1
1734	초콜릿을 데웠다.	결과	초콜릿이 딱딱해졌다.	초콜릿이 녹았다.	2
1735	일교차가 크다는 일기예보를 확인했다.	결과	외투를 챙겼다.	우산을 챙겼다.	1
1736	신발이 질퍽질퍽하다.	원인	신발을 세탁하고 햇빛에 말렸다.	물이 고인 웅덩이를 밟았다.	2
1737	남자는 근육을 키우고 싶다.	결과	남자는 컴퓨터 게임을 했다.	남자는 역기를 들었다.	2
1738	남성은 밥을 두 그릇 먹었다.	원인	남성은 매우 배가 고팠다.	남성은 매우 배가 불렀다.	2
1739	입 안을 데었다.	원인	뜨거운 음식을 먹었다.	짠 음식을 먹었다.	1
1740	물에서 나왔는데, 립스틱이 지워지지 않았다.	원인	립스틱이 워터프루프이다.	립스틱이 워터프루프가 아니다.	1
1741	한 달 동안 열심히 운동했다.	결과	체력이 좋아졌다.	운동장이 넓어졌다.	1
1742	신발끈을 풀었다.	결과	신발이 헐렁해졌다.	신발이 헤졌다.	1
1743	씨앗을 심었다.	결과	새싹이 났다.	씨앗을 샀다.	1
1744	머리를 봉 고데기로 말았다.	결과	머리카락이 곱슬곱슬하게 말렸다.	머리카락이 쭉 펴졌다.	1
1745	여자가 문장의 끝에 마침표를 찍었다.	원인	문장을 계속 이어 작성하고자 한다.	문장을 마무리하고자 한다.	2
1746	검진 결과, 남자는 폐암이다.	원인	남자는 평소 기름진 음식을 많이 먹는다.	남자는 평소 담배를 자주 피웠다.	2
1747	선생님 몰래 핸드폰을 했다. 	결과	선생님께 칭찬을 받았다.	선생님께 핸드폰을 압수당했다. 	2
1748	박하사탕을 먹었다.	결과	입 안이 시원해진다.	입 안이 따뜻해진다.	1
1749	남자가 차에서 담배를 폈다.	결과	남자의 차에서 좋은 냄새가 났다.	남자의 차에서 찌든 냄새가 났다.	2
1750	배가 목적지에 도착했다.	결과	배를 정박했다.	배를 출발시켰다.	1
1751	구두를 신고 걸었다.	결과	아무 소리도 나지 않는다.	또각또각 소리가 난다.	2
1752	머리에 왁스를 발랐다.	결과	머리가 고정되었다.	머리가 풀렸다.	1
1753	빙하가 녹았다.	결과	해수면이 높아졌다.	해수면이 낮아졌다.	1
1754	시리얼에 우유를 부었다.	결과	시리얼이 바삭바삭 해졌다.	시리얼이 눅눅해졌다.	2
1755	고기를 팬에 올렸다.	결과	고기가 썰린다.	고기가 익는다.	2
1756	축구팀 선수들이 트로피를 들어올린다.	원인	축구팀은 대회에서 우승했다.	축구팀은 경기에서 패배했다.	1
1757	전자파가 몸에 안 좋다는 이야기를 들었다.	결과	스마트폰 사용 시간을 늘렸다.	스마트폰에 전자파 차단 스티커를 붙였다.	2
1758	손을 소독했다.	결과	손이 더럽다.	손이 청결하다.	2
1759	여성이 신문을 읽는다.	결과	여성은 투표를 한다.	여성은 선거의 결과를 알게 되었다.	2
1760	지은이는 커플링을 끼고 있다.	원인	지은이에게는 친구가 없다.	지은이에게는 연인이 있다.	2
1761	키보드에서 백 스페이스 바를 눌렀다.	결과	글자가 지워진다.	글자가 입력된다.	1
1762	의자에서 떨어져 엉덩방아를 찧었다.	결과	엉덩이에 멍이 들었다.	엉덩이에 몽고반점이 생겼다.	1
1763	봉투의 바닥이 뚫렸다.	결과	봉투 안의 물건이 모두 쏟아졌다.	봉투 안에 물건이 모두 담겼다.	1
1764	휴대폰에서 음악이 나오기 시작했다.	원인	휴대폰에서 음악을 재생했다.	휴대폰에 충전기를 연결했다.	1
1765	태양 아래 오랫동안 서 있었다.	결과	얼굴이 새카맣게 탔다.	해가 떴다.	1
1766	책상이 흔들렸다.	결과	책상 위에 있던 형광펜이 떨어졌다.	책상 위에 형광펜을 칠했다.	1
1767	밥에 물을 붓고 오래 끓였다.	결과	볶음밥이 만들어졌다.	죽이 만들어졌다.	2
1768	흉터가 생겼다	원인	상처가 사라졌다	상처를 치료하지 않았다 	2
1769	장염에 걸렸다.	원인	상한 음식을 먹었다.	익힌 음식을 먹었다.	1
1770	신발에 껌이 붙었다.	원인	누군가 껌을 바닥에 뱉었다.	껌을 휴지에 싸서 버렸다.	1
1771	우유의 색이 변했다.	원인	우유에 딸기를 넣고 같이 갈았다.	우유를 발효시켰다.	1
1772	남자는 대사관을 방문했다.	원인	남자는 가방을 잃어버렸다.	남자는 여권을 잃어버렸다.	2
1773	김치가 숙성되었다.	원인	김치를 상온에 꺼내두었다.	김치를 냉동고에 넣어두었다.	1
1774	여성은 월급을 받았다.	결과	여성의 통장 잔고가 늘어났다.	여성의 통장 잔고가 줄어들었다.	1
1775	원두를 오랫동안 볶았다.	결과	원두가 덜 익었다.	원두가 탔다.	2
1776	코피가 흘렀다.	결과	휴지로 코를 막았다.	코피가 날 정도로 아프게 부딪혔다.	1
1777	팔에 난 상처를 압박했다.	결과	출혈이 멈췄다.	출혈이 심해졌다.	1
1778	정치인의 주장은 터무니없는 것으로 간주되었다.	결과	정치인은 기소되었다.	정치인은 유권자의 지지를 잃었다.	2
1779	망치로 못을 때렸다.	결과	못이 뽑혀 나왔다.	못이 더 깊게 박혔다.	2
1780	남자가 적에게 복수하기를 원했다.	결과	남자가 적에게 결투를 신청했다.	남자는 적과 휴전을 맺었다.	1
1781	땅이 흔들린다.	결과	지진이 일어났다.	산불이 일어났다.	1
1782	음료수가 차갑다	원인	음료수를 냉장고에 넣었다.	음료수를 마셨다.	1
1783	여성이 장바구니를 챙긴다.	원인	여성은 마트에 간다.	여성은 병원에 갔다.	1
1784	아내가 입덧을 했다.	원인	아내가 출산을 했다.	아내가 임신을 했다.	2
1785	수술을 했다.	결과	질병이 발견되었다.	질병이 치료되었다.	2
1786	사람들에게 부딪혀 넘어졌다.	원인	길거리에 사람들이 없다.	길거리에 사람들이 많다.	2
1787	과제를 하나도 내지 않았다.	결과	교수님께 칭찬을 받았다.	교수님께 혼났다.	2
1788	구내염이 생겼다.	결과	입에 통증이 느껴진다.	입에 통증이 느껴지지 않는다.	1
1789	스타킹의 올이 나갔다.	원인	스타킹이 쫀쫀하다.	스타킹이 손톱에 걸렸다.	2
1790	후라이팬을 가열했다.	결과	후라이팬이 뜨거워졌다.	후라이팬이 식었다.	1
1791	얼굴이 하얘졌다.	원인	앞머리를 잘랐다.	얼굴에 분칠을 했다.	2
1792	그 회사는 해당 상품에 대해 광고를 많이 했다.	결과	소비자들은 해당 상품을 잘 기억하게 되었다.	소비자들에게서 해당 상품이 잊혀졌다.	1
1793	텃밭에서 상추를 수확했다.	원인	상추 씨를 심었다.	상추를 맛있게 먹었다.	1
1794	소년이 향수를 느꼈다.	원인	소년이 캠프에 갔다.	소년이 여동생과 싸웠다.	1
1795	컴퓨터의 수리 비용이 매우 비싸다.	결과	컴퓨터를 수리했다.	새 컴퓨터를 구입했다.	2
1796	높은 언덕 위에 올라갔다.	결과	풍경이 잘 보인다.	풍경이 잘 보이지 않는다.	1
